,Name,Nganh,Dia Chi,Phone,Province
714,Vận Tải Tây Hải,Cho Thuê Xe Du Lịch," Đường 33, Thôn Quảng Tây, Xã Nghĩa Thành, Huyện Châu Đức, Bà Rịa-Vũng Tàu, Việt Nam",,Bà Rịa-Vũng Tàu
715,Công Ty TNHH Thương Mại Dịch Vụ Hoa Việt,Cho Thuê Xe Du Lịch," 28/324C Thống Nhất, P. 15, Q. Gò Vấp, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
716,Công Ty TNHH Dịch Vụ Và Thương Mại Tùng Lâm,Cho Thuê Xe Du Lịch," Liên Trung, Đan Phượng, Hà Nội, Việt Nam",,Hà Nội
717,Công Ty TNHH Du Lịch Tây Sơn,Cho Thuê Xe Du Lịch," 25 Lê Thánh Tôn, P. Lê Lợi, TP. Quy Nhơn, Bình Định, Việt Nam",,Bình Định
718,Công Ty TNHH Thương Mại Dịch Vụ Vận Chuyển Thành Đạt,Cho Thuê Xe Du Lịch," 16/16 Kỳ Đồng, P. 9, Q. 3, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
719,Công Ty TNHH Thương Mại Và Dịch Vụ Phúc Tiên,Cho Thuê Xe Du Lịch," 531B Huỳnh Văn Bánh, P. 14, Q. Phú Nhuận, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
720,Công Ty TNHH Dịch Vụ & Du Lịch Thái Việt,Cho Thuê Xe Du Lịch," 70 Đống Đa, Q, Hải Châu, Tp. Đà Nẵng, Việt Nam",,Đà Nẵng
721,Công Ty Cổ Phần Thương Mại Dịch Vụ Xây Dựng Và Vật Tư Huy Hoàng,Cho Thuê Xe Du Lịch," 993 Hồng Bàng, P. 9, Q. 6, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
722,Cửa Hàng Hải Sản Dũng,Cho Thuê Xe Du Lịch," 146/14/2 Vũ Tùng, P. 2, Q. Bình Thạnh, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
723,Công Ty TNHH Thương Mại Dịch Vụ Đầu Tư Du Lịch Miền Nam,Cho Thuê Xe Du Lịch," 158 Nguyễn Văn Thủ, P. Đa Kao, Q. 1, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
724,Công Ty TNHH Lumina Việt Nam,Cho Thuê Xe Du Lịch," Số 1B, Cửa Đông, Hoàn Kiếm, Hà Nội, Việt Nam",,Hà Nội
725,Công Ty TNHH Thương Mại Và Dịch Vụ Du Lịch Hạnh Loan,Cho Thuê Xe Du Lịch," 28 Trương Công Định, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
726,Công Ty Cổ Phần Danh Nam,Cho Thuê Xe Du Lịch," 585 Kim Mã, Ngọc Khánh, Q. Ba Đình, Hà Nội, Việt Nam",,Hà Nội
727,Công Ty CP Mạng Lưới Du Lịch Hữu Nghị,Cho Thuê Xe Du Lịch," 41 Võ Thành Trang, P.11, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
728,Công Ty TNHH DV Vận Tải & Du Lịch Ngọc Việt,Cho Thuê Xe Du Lịch," 05 Đường Số 1, KDC Thanh Nhựt, P. 16, Q. 8, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
729,Công Ty CP Dịch Vụ Du Lịch ánh Sáng Vàng,Cho Thuê Xe Du Lịch," 13 Thái Văn Lung. P. Bến Tre, Q. 1, Tp. Hồ Chí Minh, Việt Nam",,Bến Tre
730,Công Ty Cổ Phần Dịch Vụ Thương Mại KNS Việt Nam,Cho Thuê Xe Du Lịch," D11 Sunrise Building, Trần Thái Tông, Cầu Giấy, Hà Nội, Việt Nam",,Hà Nội
731,Cho Thuê Xe Thanh Bình,Cho Thuê Xe Du Lịch," 594 Lô 1 Quốc Lộ 1, Phường 4, TP. Tân An, Long An, Việt Nam",,Long An
732,Công Ty TNHH MTV XNK Vận Tải Rồng Vàng,Cho Thuê Xe Du Lịch," 1435 Hồng Lạc, P.11, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
733,Công Ty TNHH Du Lịch Miền Nhiệt Đới,Cho Thuê Xe Du Lịch," 195 Bùi Viện, P. Phạm Ngũ Lão, Q. 1, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
734,Công Ty TNHH Thương Mại Dịch Vụ Kỹ Thuật Gia Hân,Cho Thuê Xe Du Lịch," Số 3 Đường 14, P. Tân Phú, Q. 7, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
735,Công Ty Cổ Phần Đầu Tư Xây Dựng & Thương Mại Tiến Đạt,Cho Thuê Xe Du Lịch," 421 Trần Khát Chân, Q. Hai Bà Trưng, Hà Nội, Việt Nam",,Hà Nội
736,Công ty TNHH MTV Cho Thuê Xe Tự Lái,Cho Thuê Xe Du Lịch," 85/56 Phạm Ngũ Lão, P. Thới Bình, TP. Cần Thơ, Việt Nam",,Cần Thơ
737,Phát Triển Du Lịch Và Dịch Vụ,Cho Thuê Xe Du Lịch," 139 Lê Thị Hồng Gấm, Q. 1, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
738,Công Ty TNHH Sao Phương Nam TRAVEL,Cho Thuê Xe Du Lịch," 165 Phan Chu Trinh, TP. Tam Kỳ, Quảng Nam, Việt Nam",,Quảng Nam
739,Công Ty TNHH Dịch Vụ Du Lịch Vận Tải Cát Vàng,Cho Thuê Xe Du Lịch," Lầu 2 Saigonicom Building, Số 490A Điện Biên Phủ, P. 21, Q. Bình ThạnhVPGD: 24/08 Lò Siêu, P. 16, Q. 11, Tp. Hồ Chí Minh, Việt Nam",,Điện Biên
740,Công Ty TNHH Một Thành Viên Thương Mại & Dịch Vụ Tổng Hợp Nguyễn Ngọc Minh,Cho Thuê Xe Du Lịch," Lô 193, Khu Dân Cư Tây Nam Hòa Cường,Q. Hải Châu, Tp. Đà Nẵng, Việt Nam",,Đà Nẵng
741,Công Ty Cổ Phần Thương Mại Dịch Vụ Du Lịch Việt á Âu,Cho Thuê Xe Du Lịch," 299 Trần Bình Trọng, P. 4, Q. 5, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
742,Công Ty TNHH Du Lịch Và Thương Mại Cửu Long,Cho Thuê Xe Du Lịch," Số 10 Nguyễn Chế Nghĩa, P. Hàng Bài, Q. Hoàn Kiếm, Hà Nội, Việt Nam",,Hà Nội
743,Công Ty TNHH Thương Mại Và Dịch Vụ Du Lịch Ninh Đan,Cho Thuê Xe Du Lịch," 49/1A Huyền Trân Công Chúa, P. 4, TP. Đà Lạt, Lâm Đồng, Việt Nam",,Lâm Đồng
744,Cửa hàng dịch vụ Thuê xe Uy Tín,Cho Thuê Xe Du Lịch," Số 9, Ngõ 678, Đường Láng, Đống Đa, Hà Nội, Việt Nam",,Hà Nội
745,Công Ty TNHH Dịch Vụ Du Lịch Bảo An,Cho Thuê Xe Du Lịch," 38/4 Nguyễn Giản Thanh, P. 15, Q. 10, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
746,Công Ty TNHH Giao Nhận Vận Tải Tiến Phát,Cho Thuê Xe Du Lịch," 50 Đường HT 31, Khu Phố 1, P. Hiệp Thành, Q. 12, Tp. Hồ Chí Minh, Việt Nam",,Hồ Chí Minh
