Name,Address,Phone,Province,Brand,Quantity
Isuzu Satellite Vân Nam,"Số 79/4 Đại lộ Bình Dương, Khu phố Đông, Phường Vĩnh Phú, TP. Thuận An, Bình Dương",0899.49.04.07,Bình Dương,Isuzu,7
Isuzu Minh Nhi,"68 Quốc Lộ 13, P, Khu Phố Bình Giao, TP. Thuận An, Bình Dương",0899.49.04.07,Bình Dương,Isuzu,7
Isuzu Đại Thịnh - CN Bình Định,"204 Trần Phú, Quốc Lộ 1A, Thị Trấn Tuy Phước, Huyện Tuy Phước, Bình Định",0899.49.04.07,Bình Định,Isuzu,7
Isuzu D-SQUARE Nam Bình,"Số 378 Đường Nguyễn Tất Thành, Xã Lý Văn Lâm, TP. Cà Mau, Tỉnh Cà Mau",0899.49.04.07,Cà Mau,Isuzu,7
Isuzu An Khánh - Cần Thơ,"L03-16 Lê Hồng Phong, Quận Bình Thủy, TP. Cần Thơ",0899.49.04.07,Cần Thơ,Isuzu,7
Isuzu Việt Phát,"08 Quốc Lộ 5, Phường Hùng Vương, Quận Hồng Bàng, TP. Hải Phòng",0899.49.04.07,Hải Phòng,Isuzu,7
Isuzu Chi Nhánh Nisu,"Km7, Quốc Lộ 39A, xã Trung Hưng, Huyện Yên Mỹ, Hưng Yên",0899.49.04.07,Hưng Yên,Isuzu,0
Isuzu Quyết Thắng,"120 Điện Biên Phủ, Phường Vĩnh Hòa, TP. Nha Trang, Tỉnh Khánh Hòa",0899.49.04.07,Khánh Hòa,Isuzu,7
Isuzu i-Trucks Việt Hải,"Số 1104 Đường 23/10 (Quốc Lộ 1C), TP. Nha Trang, Khánh Hòa",0899.49.04.07,Khánh Hòa,Isuzu,7
Isuzu Satellite Thăng Long,"Km 18 + 900 Đường tránh Vinh, Huyện Hưng Nguyên, Tỉnh Nghệ An",0899.49.04.07,Nghệ An,Isuzu,7
Isuzu Trung Sơn,"Km 753 Quốc Lộ 1A, Xã Cam Thanh, Huyện Cam Lộ, Tỉnh Quảng Trị",0899.49.04.07,Quảng Trị,Isuzu,7
Isuzu Cẩm Phong,"515 Quốc Lộ 1A, Ấp Phụng Hiệp, Xã An Hiệp, Huyện Châu Thành, Tỉnh Sóc Trăng",0899.49.04.07,Sóc Trăng,Isuzu,7
Isuzu An Khánh - Tiền Giang,"Quốc lộ 1A – Ấp Quí Thạnh, Xã Tân Hội, Huyện Cai Lậy, Tỉnh Tiền Giang",0899.49.04.07,Tiền Giang,Isuzu,7
Mini Cooper Quận 2,"Số 12 Đường Mai Chí Thọ, Phường An Lợi Đông, TP.Thủ Đức, TPHCM",0899.49.04.07,TP.HCM,,6
Mini Cooper Phú Nhuận,"Số 80, Đường Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, TP. Hồ Chí Minh",0899.49.04.07,TP.HCM,,6
Mini Cooper Long Biên,"Số 01 Đường Ngô Gia Tự, Quận Long Biên, Hà Nội",0899.49.04.07,Hà Nội,,6
Mini Cooper Lê Duẩn,"Số 132 Đường Lê Duẩn, Quận Hai Bà Trưng, Hà Nội",0899.49.04.07,Hà Nội,,6
Mini Cooper Lê Văn Lương,"Số 68 Lê Văn Lương, Quận Thanh Xuân, Hà Nội",0899.49.04.07,Hà Nội,,6
Mini Cooper Đà Nẵng,"356 Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, TP. Đà Nẵng",0899.49.04.07,Đà Nẵng,,6
Jeep Sài Gòn,"1349 Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, TP. HCM",0899.49.04.07,TP.HCM,,8
Jeep Quận 4,"153 Nguyễn Tất Thành, Phường 13, Quận 4, TP.HCM",0899.49.04.07,TP.HCM,,8
BAIC Hồ Chí Minh,"C5/15 Phạm Hùng, Huyện Bình Chánh, TP. HCM",0899.49.04.07,TP.HCM,,3
BAIC Hà Nội,"378 Ngô Gia Tự, Quận Long Biên, Hà Nội",0899.49.04.07,Hà Nội,,3
BAIC Hải Phòng,"68 Phạm Văn Đồng, Quận Dương Kinh, TP. Hải Phòng",0899.49.04.07,Hải Phòng,,3
Porsche Sài Gòn,"KCX Tân Thuận Số 4 Đường Số 7, Phường Tân Thuận Đông, Quận 7, TP.HCM",0899.49.04.07,TP.HCM,,9
Porsche Hà Nội,"562 Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",0899.49.04.07,Hà Nội,,9
Land Rover Phú Thái Hồ Chí Minh,"Tầng trệt, TTTM Crescent Mall, 101 Tôn Dật Tiên, phường Tân Phú, quận 7, TP.HCM",0899.49.04.07,TP.HCM,Land Rover,0
Land Rover Phú Thái Hà Nội,"166 Khuất Duy Tiến, Phường Nhân Chính, QuậnThanh Xuân, Hà Nội",0899.49.04.07,Hà Nội,Land Rover,0
Maserati Hồ Chí Minh,"Số 1-5 Lê Duẩn, Phường Bến Nghé, Quận 1, TP. HCM",0899.49.04.07,TP.HCM,Maserati,0
Maserati Hà Nội,"18 Lê Phụng Hiểu, Hoàn Kiếm, Hà Nội",0899.49.04.07,Hà Nội,Maserati,0
Haval Võ Chí Công,"212 Đ. Võ Chí Công, Xuân La, Quận Tây Hồ, Hà Nội",0899.49.04.07,Hà Nội,Haval,0
Haval Long Biên,"262 Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội.",0899.49.04.07,Hà Nội,Haval,0
